",""2020"",""2020"",""2020"",""2020"",""2020"",""2020"",""2019"",""2019"",""2019"",""2019"",""2019"",""2019"",""2018"",""2018"",""2018"",""2018"",""2018"",""2018"",""2017"",""2017"",""2017"",""2017"",""2017"",""2017"",""2016"",""2016"",""2016"",""2016"",""2016"",""2016"",""2015"",""2015"",""2015"",""2015"",""2015"",""2015"",""2014"",""2014"",""2014"",""2014"",""2014"",""2014"",""2013"",""2013"",""2013"",""2013"",""2013"",""2013"",""2012"",""2012"",""2012"",""2012"",""2012"",""2012"",""2011"",""2011"",""2011"",""2011"",""2011"",""2011"",""2010"",""2010"",""2010"",""2010"",""2010"",""2010"",""2009"",""2009"",""2009"",""2009"",""2009"",""2009"",""2008"",""2008"",""2008"",""2008"",""2008"",""2008"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2006"",""2006"",""2006"",""2006"",""2006"",""2006"",""2005"",""2005"",""2005"",""2005"",""2005"",""2005"",""2004"",""2004"",""2004"",""2004"",""2004"",""2004"",""2003"",""2003"",""2003"",""2003"",""2003"",""2003"",""2002"",""2002"",""2002"",""2002"",""2002"",""2002"",""2001"",""2001"",""2001"",""2001"",""2001"",""2001"",""2000"",""2000"",""2000"",""2000"",""2000"",""2000"""
"Democratic Republic of the Congo,""46"",""75"",""22"",""19"",""40"",""1"",""45"",""74"",""22"",""18"",""40"",""1"",""45"",""74"",""21"",""18"",""39"",""1"",""44"",""73"",""21"",""17"",""38"",""1"",""43"",""73"",""21"",""17"",""38"",""1"",""43"",""72"",""21"",""16"",""37"",""1"",""42"",""72"",""20"",""16"",""36"",""1"",""41"",""71"",""20"",""15"",""36"",""1"",""41"",""71"",""20"",""15"",""35"",""1"",""40"",""71"",""20"",""14"",""34"",""1"",""40"",""70"",""19"",""14"",""34"",""1"",""39"",""70"",""19"",""13"",""33"",""1"",""38"",""69"",""19"",""13"",""32"",""1"",""38"",""69"",""18"",""13"",""32"",""1"",""37"",""68"",""18"",""12"",""31"",""1"",""37"",""68"",""18"",""12"",""31"",""1"",""36"",""68"",""17"",""11"",""30"",""1"",""35"",""67"",""17"",""11"",""29"",""1"",""35"",""67"",""17"",""11"",""29"",""1"",""34"",""66"",""17"",""10"",""28"",""1"",""34"",""66"",""16"",""10"",""28"",""0"""
"Denmark,""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""95"","""","""",""100"",""100"",""100"",""95"","""","""",""100"",""100"",""100"",""94"","""","""",""100"",""100"",""100"",""94"","""","""",""100"",""100"",""100"",""94"","""","""",""100"",""100"",""100"",""94"","""","""",""100"",""100"",""100"",""94"","""","""""
"Djibouti,""76"",""84"",""47"","""","""","""",""76"",""84"",""47"","""","""","""",""76"",""84"",""48"","""","""","""",""76"",""84"",""48"","""","""","""",""76"",""84"",""48"","""","""","""",""76"",""84"",""49"","""","""","""",""76"",""84"",""49"","""","""","""",""76"",""83"",""49"","""","""","""",""76"",""83"",""50"","""","""","""",""76"",""83"",""50"","""","""","""",""76"",""83"",""51"","""","""","""",""76"",""83"",""51"","""","""","""",""76"",""83"",""51"","""","""","""",""76"",""83"",""52"","""","""","""",""76"",""83"",""52"","""","""","""",""76"",""83"",""52"","""","""","""",""76"",""82"",""53"","""","""","""",""75"",""82"",""53"","""","""","""",""75"",""82"",""54"","""","""","""",""75"",""82"",""54"","""","""","""",""75"",""82"",""54"","""","""","""""
"Dominica,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""95"","""","""","""","""","""",""94"","""","""","""","""","""",""94"","""","""","""","""","""",""94"","""","""","""","""","""",""94"","""","""","""","""","""",""94"","""","""","""","""","""",""94"","""","""","""","""","""""
"Dominican Republic,""97"",""98"",""90"","""","""","""",""97"",""98"",""90"","""","""","""",""97"",""98"",""90"","""","""","""",""96"",""98"",""90"","""","""","""",""96"",""98"",""90"","""","""","""",""96"",""98"",""89"","""","""","""",""96"",""98"",""89"","""","""","""",""96"",""98"",""88"","""","""","""",""95"",""98"",""87"","""","""","""",""95"",""98"",""87"","""","""","""",""95"",""97"",""86"","""","""","""",""94"",""97"",""86"","""","""","""",""94"",""97"",""85"","""","""","""",""93"",""97"",""85"","""","""","""",""93"",""97"",""84"","""","""","""",""93"",""97"",""84"","""","""","""",""92"",""97"",""83"","""","""","""",""92"",""97"",""82"","""","""","""",""91"",""97"",""82"","""","""","""",""91"",""97"",""81"","""","""","""",""90"",""96"",""81"","""","""","""""
"Ecuador,""95"",""100"",""87"",""67"",""75"",""53"",""95"",""100"",""86"",""67"",""75"",""52"",""95"",""100"",""85"",""66"",""75"",""52"",""94"",""100"",""84"",""66"",""75"",""51"",""94"",""100"",""83"",""66"",""74"",""51"",""93"",""99"",""83"",""65"",""74"",""50"",""92"",""99"",""82"",""65"",""74"",""50"",""92"",""98"",""81"",""64"",""73"",""49"",""91"",""97"",""80"",""64"",""73"",""49"",""90"",""97"",""79"",""64"",""72"",""48"",""90"",""96"",""78"",""63"",""72"",""48"",""89"",""96"",""77"",""63"",""72"",""47"",""88"",""95"",""76"",""62"",""71"",""47"",""87"",""95"",""75"",""62"",""71"",""46"",""87"",""94"",""75"",""61"",""71"",""46"",""86"",""94"",""74"",""61"",""70"",""45"",""85"",""93"",""73"",""60"",""70"",""45"",""85"",""92"",""72"",""60"",""69"",""44"",""84"",""92"",""71"",""59"",""69"",""44"",""83"",""91"",""70"",""59"",""69"",""43"",""82"",""91"",""69"",""58"",""68"",""43"""
"Egypt,""99"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""99"",""99"",""99"","""","""","""",""99"",""99"",""99"","""","""","""",""99"",""99"",""98"","""","""","""",""99"",""99"",""98"","""","""","""",""99"",""99"",""98"","""","""","""",""99"",""99"",""98"","""","""","""",""99"",""99"",""98"","""","""","""",""98"",""99"",""98"","""","""","""",""98"",""99"",""98"","""","""","""",""98"",""99"",""98"","""","""","""",""98"",""99"",""97"","""","""","""",""98"",""99"",""97"","""","""","""",""98"",""99"",""97"","""","""","""",""98"",""99"",""97"","""","""","""",""98"",""99"",""97"","""","""","""""
"El Salvador,""98"",""100"",""93"","""",""77"","""",""98"",""100"",""93"","""",""78"","""",""98"",""100"",""93"","""",""78"","""",""97"",""99"",""92"","""",""79"","""",""97"",""99"",""90"","""",""79"","""",""96"",""99"",""88"","""",""79"","""",""94"",""98"",""85"","""",""80"","""",""93"",""98"",""83"","""",""80"","""",""92"",""98"",""81"","""",""80"","""",""91"",""97"",""78"","""",""80"","""",""90"",""97"",""76"","""",""81"","""",""88"",""97"",""74"","""",""81"","""",""87"",""96"",""71"","""",""81"","""",""86"",""96"",""69"","""",""82"","""",""85"",""95"",""67"","""",""82"","""",""83"",""95"",""65"","""",""82"","""",""82"",""95"",""63"","""",""82"","""",""81"",""94"",""61"","""",""83"","""",""80"",""94"",""58"","""",""83"","""",""78"",""93"",""56"","""",""83"","""",""78"",""93"",""56"","""",""83"","""""
"Equatorial Guinea,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""65"",""78"",""31"","""","""","""",""64"",""78"",""31"","""","""","""",""64"",""78"",""31"","""","""","""",""64"",""78"",""31"","""","""","""",""64"",""78"",""31"","""","""","""",""63"",""77"",""31"","""","""","""",""62"",""76"",""32"","""","""","""",""60"",""75"",""33"","""","""","""",""59"",""74"",""33"","""","""","""",""58"",""73"",""34"","""","""","""",""57"",""72"",""34"","""","""","""",""56"",""70"",""35"","""","""","""",""55"",""69"",""36"","""","""","""",""54"",""68"",""36"","""","""","""",""53"",""67"",""37"","""","""","""",""53"",""66"",""37"","""","""","""",""52"",""65"",""38"","""","""","""",""51"",""64"",""39"","""","""","""""
"Eritrea,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""52"",""90"",""28"","""","""","""",""51"",""90"",""28"","""","""","""",""51"",""90"",""28"","""","""","""",""51"",""90"",""28"","""","""","""",""50"",""90"",""28"","""","""","""",""50"",""90"",""28"","""","""","""",""50"",""90"",""28"","""","""","""",""50"",""90"",""29"","""","""","""",""50"",""90"",""29"","""","""","""",""49"",""90"",""29"","""","""","""",""49"",""90"",""29"","""","""","""",""48"",""90"",""30"","""","""","""",""48"",""90"",""30"","""","""","""",""48"",""90"",""30"","""","""","""",""47"",""90"",""30"","""","""","""",""47"",""90"",""31"","""","""","""",""47"",""91"",""31"","""","""","""""
"Estonia,""100"",""100"","""",""96"","""","""",""100"",""100"","""",""96"","""","""",""100"",""100"","""",""96"","""","""",""100"",""100"","""",""96"","""","""",""100"",""100"","""",""96"","""","""",""100"",""100"",""99"",""96"","""","""",""100"",""100"",""99"",""96"","""","""",""100"",""100"",""99"",""96"","""","""",""100"",""100"",""99"",""96"","""","""",""100"",""100"",""99"",""96"","""","""",""100"",""100"",""99"",""96"","""","""",""100"",""100"",""99"",""96"","""","""",""100"",""100"",""99"",""95"","""","""",""100"",""100"",""99"",""95"","""","""",""99"",""100"","""",""95"","""","""",""99"",""100"","""",""94"","""","""",""99"",""100"","""",""94"","""","""",""99"",""100"","""",""94"","""","""",""99"",""100"","""",""94"","""","""",""99"",""100"","""",""94"","""","""",""99"",""100"","""",""94"","""","""""
"Eswatini,""71"",""97"",""62"","""",""89"","""",""71"",""97"",""62"","""",""89"","""",""70"",""96"",""61"","""",""88"","""",""69"",""96"",""60"","""",""88"","""",""68"",""95"",""59"","""",""88"","""",""67"",""95"",""58"","""",""87"","""",""66"",""94"",""57"","""",""87"","""",""65"",""94"",""56"","""",""86"","""",""64"",""93"",""55"","""",""86"","""",""63"",""93"",""54"","""",""84"","""",""62"",""92"",""53"","""",""83"","""",""61"",""92"",""52"","""",""81"","""",""60"",""91"",""51"","""",""80"","""",""59"",""91"",""50"","""",""78"","""",""58"",""90"",""49"","""",""77"","""",""58"",""90"",""48"","""",""75"","""",""57"",""89"",""47"","""",""74"","""",""56"",""89"",""46"","""",""72"","""",""55"",""88"",""45"","""",""71"","""",""54"",""88"",""44"","""",""69"","""",""53"",""87"",""43"","""",""68"","""""
"Ethiopia,""50"",""84"",""40"",""13"",""39"",""5"",""48"",""84"",""39"",""12"",""39"",""5"",""47"",""83"",""37"",""11"",""39"",""4"",""45"",""83"",""36"",""11"",""38"",""4"",""44"",""82"",""34"",""10"",""38"",""4"",""42"",""82"",""32"",""10"",""38"",""3"",""41"",""82"",""31"",""9"",""38"",""3"",""39"",""81"",""29"",""9"",""38"",""3"",""37"",""81"",""28"",""9"",""37"",""2"",""36"",""80"",""26"",""8"",""37"",""2"",""34"",""80"",""25"",""8"",""37"",""2"",""33"",""79"",""23"",""7"",""37"",""1"",""31"",""79"",""21"",""7"",""37"",""1"",""29"",""78"",""20"",""7"",""36"",""1"",""28"",""78"",""18"",""6"",""36"",""1"",""26"",""77"",""17"",""6"",""36"",""1"",""25"",""77"",""15"",""6"",""36"",""0"",""23"",""77"",""13"",""6"",""36"",""0"",""21"",""76"",""12"",""6"",""35"",""0"",""20"",""76"",""10"",""5"",""35"",""0"",""18"",""75"",""8"",""5"",""33"",""0"""
"Fiji,""94"",""98"",""89"","""","""","""",""94"",""98"",""89"","""","""","""",""94"",""98"",""89"","""","""","""",""94"",""98"",""89"","""","""","""",""94"",""98"",""89"","""","""","""",""94"",""98"",""89"","""","""","""",""94"",""98"",""89"","""","""","""",""94"",""98"",""90"","""","""","""",""94"",""98"",""90"","""","""","""",""94"",""98"",""90"","""","""","""",""94"",""98"",""90"","""","""","""",""94"",""98"",""90"","""","""","""",""94"",""98"",""90"","""","""","""",""94"",""99"",""90"","""","""","""",""94"",""99"",""90"","""","""","""",""94"",""99"",""90"","""","""","""",""94"",""99"",""90"","""","""","""",""94"",""99"",""90"","""","""","""",""94"",""99"",""90"","""","""","""",""94"",""99"",""90"","""","""","""",""94"",""99"",""90"","""","""","""""
"Finland,""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""98"","""","""",""100"",""100"",""100"",""98"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""95"","""","""",""100"",""100"",""100"",""95"","""","""",""100"",""100"",""100"",""94"","""","""",""100"",""100"",""100"",""94"","""","""",""100"",""100"",""100"",""93"","""","""""
"France,""100"",""100"",""100"",""99"",""100"","""",""100"",""100"",""100"",""99"",""100"","""",""100"",""100"",""100"",""99"",""100"","""",""100"",""100"",""100"",""99"",""100"","""",""100"",""100"",""100"",""99"",""99"","""",""100"",""100"",""100"",""99"",""99"","""",""100"",""100"",""100"",""99"",""99"","""",""100"",""100"",""100"",""98"",""99"","""",""100"",""100"",""100"",""98"",""99"","""",""100"",""100"",""100"",""98"",""99"","""",""100"",""100"",""100"",""98"",""99"","""",""100"",""100"",""100"",""98"",""99"","""",""100"",""100"",""100"",""97"",""99"","""",""100"",""100"",""100"",""97"",""99"","""",""100"",""100"",""100"",""97"",""99"","""",""100"",""100"",""100"",""97"",""98"","""",""100"",""100"",""100"",""97"",""98"","""",""100"",""100"",""100"",""96"",""98"","""",""100"",""100"",""100"",""96"",""98"","""",""100"",""100"",""100"",""96"",""98"","""",""100"",""100"",""100"",""96"",""98"","""""
"Gabon,""85"",""90"",""45"","""","""","""",""85"",""90"",""45"","""","""","""",""85"",""90"",""44"","""","""","""",""85"",""90"",""44"","""","""","""",""84"",""89"",""44"","""","""","""",""84"",""89"",""43"","""","""","""",""83"",""89"",""43"","""","""","""",""83"",""89"",""43"","""","""","""",""83"",""89"",""43"","""","""","""",""83"",""90"",""43"","""","""","""",""83"",""90"",""43"","""","""","""",""83"",""90"",""43"","""","""","""",""83"",""90"",""43"","""","""","""",""82"",""90"",""43"","""","""","""",""82"",""90"",""43"","""","""","""",""82"",""90"",""43"","""","""","""",""82"",""91"",""43"","""","""","""",""82"",""91"",""43"","""","""","""",""81"",""91"",""43"","""","""","""",""81"",""91"",""43"","""","""","""",""81"",""91"",""43"","""","""","""""
"Gambia,""81"",""88"",""69"",""45"",""67"",""8"",""81"",""88"",""69"",""44"",""66"",""7"",""80"",""87"",""69"",""43"",""65"",""7"",""80"",""87"",""69"",""42"",""64"",""7"",""80"",""87"",""68"",""40"",""63"",""7"",""79"",""87"",""68"",""39"",""62"",""7"",""79"",""87"",""68"",""38"",""61"",""7"",""79"",""86"",""68"",""37"",""59"",""6"",""78"",""86"",""68"",""36"",""58"",""6"",""78"",""86"",""67"",""35"",""57"",""6"",""77"",""86"",""67"",""34"",""56"",""6"",""77"",""85"",""67"",""33"",""55"",""6"",""77"",""85"",""67"",""32"",""54"",""6"",""76"",""85"",""67"",""31"",""52"",""5"",""76"",""85"",""66"",""30"",""51"",""5"",""76"",""84"",""66"",""29"",""50"",""5"",""75"",""84"",""66"",""28"",""49"",""5"",""75"",""84"",""66"",""27"",""48"",""5"",""75"",""84"",""66"",""26"",""47"",""5"",""74"",""83"",""65"",""25"",""46"",""4"",""74"",""83"",""65"",""23"",""44"",""4"""
"Georgia,""97"",""99"",""94"",""66"",""84"",""40"",""97"",""99"",""94"",""66"",""84"",""40"",""97"",""99"",""94"",""66"",""84"",""40"",""97"",""99"",""94"",""66"",""84"",""40"",""96"",""99"",""93"",""65"",""84"",""40"",""96"",""99"",""91"",""65"",""84"",""40"",""96"",""99"",""91"",""65"",""84"",""40"",""95"",""99"",""91"",""65"",""84"",""40"",""95"",""99"",""91"",""65"",""84"",""40"",""95"",""99"",""91"",""64"",""84"",""39"",""95"",""99"",""90"",""64"",""84"",""39"",""95"",""99"",""90"",""64"",""84"",""39"",""95"",""99"",""90"",""64"",""84"",""39"",""95"",""99"",""90"",""63"",""84"",""39"",""95"",""99"",""90"",""63"",""84"",""39"",""94"",""99"",""89"",""63"",""84"",""39"",""94"",""99"",""89"",""63"",""84"",""39"",""94"",""99"",""89"",""63"",""84"",""39"",""94"",""99"",""89"",""62"",""84"",""39"",""94"",""99"",""89"",""62"",""84"",""39"",""94"",""99"",""88"",""62"",""84"",""38"""
"Germany,""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""""
"Ghana,""86"",""96"",""72"",""41"",""60"",""16"",""85"",""95"",""71"",""40"",""59"",""15"",""84"",""94"",""70"",""38"",""57"",""14"",""82"",""93"",""69"",""36"",""55"",""13"",""81"",""92"",""68"",""35"",""54"",""12"",""80"",""91"",""67"",""33"",""52"",""11"",""79"",""90"",""66"",""31"",""50"",""10"",""78"",""89"",""65"",""30"",""49"",""9"",""77"",""88"",""64"",""28"",""47"",""8"",""76"",""87"",""63"",""27"",""45"",""7"",""75"",""86"",""63"",""25"",""44"",""6"",""73"",""85"",""62"",""24"",""42"",""5"",""72"",""84"",""61"",""22"",""41"",""5"",""71"",""83"",""60"",""21"",""39"",""4"",""70"",""83"",""59"",""20"",""38"",""3"",""69"",""82"",""58"",""18"",""36"",""2"",""68"",""81"",""57"",""17"",""35"",""2"",""67"",""80"",""56"",""16"",""33"",""1"",""66"",""79"",""55"",""15"",""32"",""0"",""65"",""78"",""54"",""14"",""30"",""0"",""64"",""77"",""53"",""13"",""30"",""0"""
"Greece,""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""99"",""99"","""","""",""100"",""100"",""99"",""99"","""","""",""100"",""100"",""99"",""99"","""","""",""100"",""100"",""99"",""99"","""","""",""100"",""100"",""99"",""99"","""","""",""100"",""100"",""99"",""99"","""","""",""100"",""100"",""99"",""99"","""","""",""100"",""100"",""99"",""99"","""","""""
"Grenada,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""96"","""","""",""87"","""","""",""96"","""","""",""87"","""","""",""96"","""","""",""87"","""","""",""96"","""","""",""87"","""","""",""96"","""","""",""87"","""","""",""96"","""","""",""87"","""","""",""96"","""","""",""87"","""","""",""96"","""","""",""87"","""","""",""95"","""","""",""87"","""","""",""95"","""","""",""86"","""","""",""95"","""","""",""85"","""","""",""95"","""","""",""84"","""","""",""94"","""","""",""83"","""","""",""94"","""","""",""82"","""","""",""94"","""","""",""81"","""","""",""94"","""","""",""81"","""","""",""94"","""","""",""80"","""","""",""93"","""","""",""79"","""","""""
"Guatemala,""94"",""98"",""90"",""56"",""65"",""46"",""94"",""98"",""90"",""56"",""65"",""45"",""93"",""97"",""89"",""55"",""65"",""45"",""93"",""97"",""88"",""55"",""65"",""45"",""92"",""97"",""88"",""55"",""65"",""44"",""92"",""97"",""87"",""54"",""64"",""44"",""92"",""97"",""87"",""54"",""64"",""44"",""91"",""97"",""86"",""53"",""63"",""43"",""91"",""97"",""86"",""53"",""63"",""43"",""91"",""97"",""85"",""52"",""62"",""43"",""90"",""96"",""85"",""52"",""62"",""42"",""90"",""96"",""84"",""51"",""61"",""42"",""90"",""96"",""83"",""51"",""60"",""42"",""89"",""96"",""83"",""50"",""60"",""42"",""89"",""96"",""82"",""50"",""59"",""41"",""88"",""96"",""82"",""49"",""59"",""41"",""88"",""96"",""81"",""49"",""58"",""41"",""88"",""96"",""81"",""48"",""57"",""40"",""87"",""95"",""80"",""48"",""57"",""40"",""87"",""95"",""80"",""47"",""56"",""40"",""86"",""95"",""79"",""47"",""56"",""39"""
"Guinea,""64"",""87"",""51"","""","""","""",""64"",""86"",""51"","""","""","""",""64"",""86"",""51"","""","""","""",""64"",""86"",""52"","""","""","""",""64"",""85"",""52"","""","""","""",""64"",""85"",""52"","""","""","""",""63"",""85"",""52"","""","""","""",""63"",""85"",""52"","""","""","""",""63"",""84"",""52"","""","""","""",""63"",""84"",""52"","""","""","""",""63"",""84"",""52"","""","""","""",""62"",""83"",""51"","""","""","""",""61"",""82"",""50"","""","""","""",""60"",""82"",""49"","""","""","""",""59"",""81"",""48"","""","""","""",""58"",""81"",""47"","""","""","""",""57"",""80"",""46"","""","""","""",""56"",""80"",""45"","""","""","""",""55"",""79"",""44"","""","""","""",""54"",""78"",""43"","""","""","""",""53"",""78"",""42"","""","""","""""
"Guinea-Bissau,""59"",""71"",""50"",""24"",""41"",""11"",""59"",""71"",""50"",""24"",""41"",""11"",""59"",""72"",""49"",""24"",""41"",""10"",""59"",""72"",""49"",""23"",""41"",""10"",""59"",""73"",""49"",""23"",""41"",""10"",""59"",""73"",""48"",""23"",""41"",""9"",""59"",""73"",""48"",""22"",""41"",""9"",""59"",""74"",""48"",""22"",""41"",""9"",""58"",""74"",""48"",""22"",""41"",""8"",""58"",""75"",""47"",""21"",""41"",""8"",""58"",""75"",""47"",""21"",""41"",""8"",""58"",""75"",""47"",""21"",""41"",""7"",""58"",""76"",""46"",""20"",""41"",""7"",""58"",""76"",""46"",""20"",""41"",""7"",""57"",""76"",""46"",""20"",""41"",""6"",""57"",""77"",""45"",""19"",""41"",""6"",""57"",""77"",""45"",""19"",""41"",""6"",""57"",""77"",""44"",""19"",""41"",""6"",""57"",""78"",""44"",""18"",""40"",""5"",""56"",""78"",""44"",""18"",""40"",""5"",""56"",""78"",""43"",""18"",""40"",""5"""
"Guyana,""96"",""100"",""94"","""","""","""",""96"",""100"",""94"","""","""","""",""96"",""100"",""94"","""","""","""",""96"",""100"",""94"","""","""","""",""96"",""100"",""94"","""","""","""",""95"",""100"",""93"","""","""","""",""95"",""100"",""93"","""","""","""",""94"",""99"",""92"","""","""","""",""94"",""98"",""92"","""","""","""",""93"",""98"",""91"","""","""","""",""93"",""97"",""91"","""","""","""",""92"",""97"",""90"","""","""","""",""92"",""97"",""90"","""","""","""",""91"",""96"",""89"","""","""","""",""91"",""96"",""89"","""","""","""",""90"",""95"",""88"","""","""","""",""90"",""95"",""88"","""","""","""",""89"",""94"",""87"","""","""","""",""89"",""94"",""87"","""","""","""",""88"",""93"",""86"","""","""","""",""88"",""93"",""86"","""","""","""""
"Haiti,""67"",""85"",""43"","""","""","""",""66"",""85"",""43"","""","""","""",""66"",""85"",""43"","""","""","""",""65"",""85"",""43"","""","""","""",""65"",""85"",""43"","""","""","""",""65"",""85"",""42"","""","""","""",""64"",""85"",""42"","""","""","""",""64"",""85"",""42"","""","""","""",""63"",""85"",""42"","""","""","""",""63"",""85"",""42"","""","""","""",""62"",""85"",""42"","""","""","""",""62"",""85"",""42"","""","""","""",""61"",""85"",""42"","""","""","""",""61"",""85"",""41"","""","""","""",""60"",""85"",""41"","""","""","""",""60"",""85"",""41"","""","""","""",""59"",""85"",""41"","""","""","""",""59"",""85"",""41"","""","""","""",""58"",""85"",""41"","""","""","""",""57"",""85"",""41"","""","""","""",""56"",""85"",""40"","""","""","""""
"Honduras,""96"",""100"",""90"","""","""",""19"",""95"",""100"",""89"","""","""",""19"",""95"",""99"",""89"","""","""",""18"",""94"",""99"",""88"","""","""",""18"",""94"",""99"",""87"","""","""",""18"",""93"",""99"",""86"","""","""",""18"",""93"",""99"",""86"","""","""",""18"",""92"",""98"",""85"","""","""",""18"",""92"",""98"",""84"","""","""",""18"",""91"",""98"",""84"","""","""",""17"",""91"",""98"",""83"","""","""",""17"",""90"",""97"",""83"","""","""",""17"",""90"",""97"",""82"","""","""",""17"",""89"",""97"",""81"","""","""",""17"",""89"",""97"",""81"","""","""",""17"",""88"",""97"",""80"","""","""",""17"",""87"",""96"",""79"","""","""",""16"",""87"",""96"",""79"","""","""",""16"",""86"",""96"",""78"","""","""",""16"",""86"",""96"",""77"","""","""",""16"",""85"",""95"",""77"","""","""",""16"""
"Hungary,""100"",""100"",""100"",""93"",""94"",""89"",""100"",""100"",""100"",""93"",""94"",""89"",""100"",""100"",""100"",""93"",""94"",""89"",""100"",""100"",""100"",""93"",""94"",""89"",""100"",""100"",""100"",""93"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"",""100"",""100"",""100"",""92"",""94"",""89"""
"Iceland,""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""98"","""","""",""100"",""100"",""100"",""98"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""95"","""","""",""100"",""100"",""100"",""95"","""","""",""100"",""100"",""100"",""94"","""","""",""100"",""100"",""100"",""93"","""","""",""100"",""100"",""100"",""93"","""","""",""100"",""100"",""100"",""92"","""","""",""100"",""100"",""100"",""91"","""","""",""100"",""100"",""100"",""91"","""","""",""100"",""100"",""100"",""90"","""","""",""100"",""100"",""100"",""90"","""","""""
